Time,T0,T1,T2,T3,T4,T5,T6
0.0,14.007976722654213,10.98091053177383,9.14943703047494,9.242912653317518,9.914725088596382,10.209265379894905,10.134220128402712
900.0,13.99119708563941,11.120417531092743,9.202212037018047,9.239600396284434,9.90125551229392,10.195317519297726,10.137167867072337
1800.0,13.95906695839727,11.25248996928461,9.281888199063204,9.22918510356363,9.864227221593882,10.198643033793944,10.137637362731967
2700.0,13.920964310001644,11.370696530205581,9.369913795143745,9.229429579252855,9.834495765694914,10.187436833808679,10.143278236354165
3600.0,13.853707542907808,11.4859843797693,9.433006951185058,9.213290289948237,9.79524162439244,10.173264439552097,10.14944137569375
4500.0,13.793735941403904,11.598326171063144,9.519449125824073,9.220303955755162,9.780511466010703,10.145994606487445,10.138974235621811
5400.0,13.693017455619659,11.723655358249642,9.60072717653358,9.233440744971167,9.758442123053399,10.141387434319387,10.157725445515846
6300.0,13.592374371779801,11.813164063011007,9.68903940792553,9.246252491121513,9.735445544886856,10.144096982211902,10.14865596776518
7200.0,13.453763870383732,11.91929480611561,9.767230961869878,9.25474039430575,9.705527321032418,10.109049557565918,10.15332305898499
8100.0,13.331545138528295,11.984487708471075,9.855726661903027,9.250216914448126,9.687369035196287,10.09657779544677,10.150868463583414
9000.0,13.182709900142155,12.059490504882264,9.947939924914735,9.277148393346716,9.671643596722568,10.079019883576485,10.151568109433313
9900.0,13.00379131509949,12.121537769652065,10.034629077772026,9.30599710951396,9.64620273647689,10.063652902160063,10.157474097985762
10800.0,12.823647949970034,12.16654696315184,10.115581539660285,9.331337031070344,9.64813647588579,10.046141397402899,10.153841302310083
11700.0,12.648370592104532,12.220227836045371,10.207778452624098,9.352198006447221,9.616074828307372,10.031763369161082,10.135023951672382
12600.0,12.439707498971643,12.270689030807175,10.291615801631133,9.393970854343625,9.604735314135961,10.004672662146465,10.129777359112651
13500.0,12.228475456140563,12.291703807705824,10.376540435649929,9.426050920400606,9.591987077378942,9.993029692015936,10.139805566349187
14400.0,12.000064263483015,12.307792107456473,10.462090766292336,9.449669762558308,9.569068996107989,9.972473537564257,10.130340982177987
15300.0,11.772440205306516,12.320172921255246,10.548574209073788,9.485339139779464,9.568393024869627,9.951945525102557,10.118721038033524
16200.0,11.533854894953548,12.308288005541606,10.620216481309656,9.51510871615696,9.548383663546984,9.947414477026436,10.125182604927602
17100.0,11.27915266573657,12.307785902779148,10.692326288335451,9.560623580979007,9.554699359215004,9.92967252505228,10.116286926560722
18000.0,11.03365327651615,12.28811079072182,10.781854733207389,9.617294390083096,9.554880695915486,9.912133191951963,10.107889614498209
18900.0,10.791638154272544,12.247909837109386,10.850596618101807,9.655978711180085,9.54258949035802,9.895726768310718,10.103117337244411
19800.0,10.521370246559252,12.218071631148842,10.905451221004661,9.708853491213576,9.546075103048873,9.874045578909596,10.08702522108895
20700.0,10.255886248555202,12.15484812321196,10.974220293307942,9.769694370741068,9.538569628814766,9.864624228679572,10.087108001470202
21600.0,9.999671744046651,12.090297810464849,11.029178165781657,9.806165669515174,9.567739242122506,9.856182987405559,10.083361845435054
22500.0,9.743813225261391,12.02380242402657,11.091970337408661,9.84620219203015,9.561006357975158,9.833907827703317,10.070448584631674
23400.0,9.472348970610842,11.955490195322685,11.142117958024835,9.913265319963955,9.574020633399591,9.826072556813687,10.048441509038346
24300.0,9.213034802323465,11.87159213560183,11.167474254472545,9.946318681957132,9.574503070319036,9.808465276771347,10.044533914659079
25200.0,8.962796530440809,11.764407168725919,11.220651209669876,10.002990040759839,9.600361596602168,9.803838321468437,10.038337528503462
26100.0,8.723210700198303,11.671074735018893,11.25685238663715,10.049019575207376,9.612502190502639,9.790956597854374,10.031362182360272
27000.0,8.46876692773855,11.549984642870657,11.287963231795542,10.109884715878094,9.632125090665548,9.772634400954976,10.013406971097634
27900.0,8.226947345973594,11.450163890370863,11.311366043831143,10.157732948214907,9.63638319495674,9.768935900375006,10.005598701868339
28800.0,7.997251536426725,11.324069317681666,11.329103103948958,10.204122247945126,9.668341319593772,9.765833314043228,9.99233124251051
29700.0,7.78908686249547,11.19548995901934,11.34483599880844,10.251924584481621,9.667758745292366,9.757438060414112,9.988507269094221
30600.0,7.56477259169362,11.073690662403354,11.350087289889487,10.306475172420836,9.69865325416808,9.744831942735273,9.981713363204728
31500.0,7.359112766119603,10.932672693632712,11.349982983992154,10.354449741745272,9.726573717472728,9.750761714447803,9.956823281070644
32400.0,7.179012005242244,10.784481879189363,11.330155730479161,10.381168366201697,9.751119927060056,9.743290966673943,9.955777801449454
33300.0,6.998198563220164,10.641267582664955,11.323666209515762,10.433845330060674,9.757337910144614,9.735145486189095,9.950641112472372
34200.0,6.828486484479544,10.508602387393632,11.307198674587415,10.486394858131845,9.793791161091347,9.75273964744179,9.935288159782655
35100.0,6.665721247638225,10.335507135229014,11.284048689687806,10.511348587864672,9.823274860347183,9.744217787424535,9.923661156161504
36000.0,6.540794666565682,10.195316605095323,11.253534496763033,10.546752532346684,9.852956610316541,9.726642262734757,9.919035492196986
36900.0,6.422507958011792,10.050975322820278,11.22417195066823,10.59019404383673,9.871770364750468,9.73651531674824,9.895360404889328
37800.0,6.301299589024167,9.892164223700226,11.183765997097556,10.616185130259295,9.897395689963064,9.748695426665197,9.906927341451029
38700.0,6.210221028983813,9.746105016701604,11.145080003759091,10.64228101062807,9.938853758524871,9.746855629508724,9.890243122146996
39600.0,6.13142441999274,9.585229060206627,11.103497936630191,10.68007650007731,9.96172746505453,9.762596985563034,9.89064638495123
40500.0,6.077976478306438,9.43218441995413,11.03803204976697,10.709885579653324,9.99498960935311,9.762280630085277,9.877864729997349
41400.0,6.0450907195889485,9.293825287462644,10.989001586759187,10.726401566348281,10.013919773007935,9.767054614067314,9.88424754486608
42300.0,6.00798882547353,9.15591441802257,10.921989221985331,10.734894092587862,10.049005793544366,9.784142325112615,9.874222728228045
